0.15836,0.156,0.15215,0.14692,0.14045,0.13294,0.12457,0.11557,0.10615,0.096532,0.08691,0.077469,0.068366,0.059733,0.05167,0.044251,0.03752,0.031497,0.026177,0.021539,0.017547,0.014152,0.011301,0.0089341,0.0069928,0.0054188,0.0041574,0.0031578,0.0023747,0.0017681,0.0013033,0.00095111,0.00068721,0.00049158,0.00034815,0.00024411,0.00016946,0.00011647,7.9252e-05,5.3391e-05,3.561e-05,2.3515e-05,1.5373e-05,9.9506e-06,6.3766e-06,4.0456e-06,2.5412e-06,1.5803e-06,9.73e-07,5.9312e-07,3.5795e-07,2.1387e-07,1.2652e-07,7.4098e-08,4.2965e-08,2.4665e-08,1.4019e-08,7.8884e-09,4.3947e-09,2.4239e-09,1.3236e-09,7.1562e-10,3.8304e-10,2.0299e-10,1.065e-10,5.5321e-11,2.845e-11,1.4485e-11,7.302e-12,3.6442e-12,1.8006e-12,8.8086e-13,4.2662e-13,2.0457e-13,9.7115e-14,4.5645e-14,2.124e-14,9.7855e-15,4.4633e-15,2.0156e-15,9.0113e-16,3.9888e-16,1.748e-16,7.5842e-17,3.2579e-17,1.3855e-17,5.8337e-18,2.4319e-18,1.0037e-18,4.101e-19,1.659e-19,6.6447e-20,2.6348e-20,1.0344e-20,4.0205e-21,1.5471e-21,5.8944e-22,2.2233e-22,8.3027e-23,3.0697e-23
0.15915,0.15838,0.15603,0.1522,0.14698,0.14052,0.13302,0.12466,0.11566,0.10625,0.09663,0.087007,0.077563,0.068456,0.059817,0.051748,0.044323,0.037585,0.031554,0.026227,0.021583,0.017584,0.014184,0.011327,0.0089558,0.0070105,0.0054331,0.0041687,0.0031668,0.0023817,0.0017734,0.0013074,0.00095419,0.0006895,0.00049328,0.00034938,0.000245,0.0001701,0.00011692,7.9565e-05,5.3607e-05,3.5758e-05,2.3615e-05,1.544e-05,9.9949e-06,6.4056e-06,4.0645e-06,2.5533e-06,1.588e-06,9.7783e-07,5.9612e-07,3.598e-07,2.15e-07,1.272e-07,7.4503e-08,4.3204e-08,2.4805e-08,1.41e-08,7.9347e-09,4.4209e-09,2.4387e-09,1.3318e-09,7.2011e-10,3.8549e-10,2.043e-10,1.072e-10,5.5691e-11,2.8643e-11,1.4585e-11,7.353e-12,3.6701e-12,1.8136e-12,8.8729e-13,4.2978e-13,2.061e-13,9.7854e-14,4.5997e-14,2.1406e-14,9.8629e-15,4.4991e-15,2.0319e-15,9.0854e-16,4.0219e-16,1.7627e-16,7.6488e-17,3.2859e-17,1.3976e-17,5.8852e-18,2.4536e-18,1.0127e-18,4.1385e-19,1.6744e-19,6.7068e-20,2.6597e-20,1.0443e-20,4.0593e-21,1.5622e-21,5.9524e-22,2.2454e-22,8.3861e-23
0.15833,0.15915,0.15839,0.15607,0.15224,0.14704,0.1406,0.1331,0.12475,0.11576,0.10635,0.096727,0.087104,0.077657,0.068546,0.059902,0.051827,0.044394,0.037649,0.031611,0.026278,0.021626,0.017621,0.014215,0.011353,0.0089775,0.0070282,0.0054473,0.0041801,0.0031757,0.0023887,0.0017788,0.0013115,0.00095728,0.0006918,0.00049497,0.00035062,0.00024589,0.00017073,0.00011737,7.9879e-05,5.3824e-05,3.5906e-05,2.3715e-05,1.5507e-05,1.0039e-05,6.4348e-06,4.0834e-06,2.5654e-06,1.5957e-06,9.8268e-07,5.9914e-07,3.6165e-07,2.1613e-07,1.2788e-07,7.4911e-08,4.3445e-08,2.4946e-08,1.4181e-08,7.9813e-09,4.4473e-09,2.4535e-09,1.3401e-09,7.2463e-10,3.8795e-10,2.0563e-10,1.0791e-10,5.6063e-11,2.8838e-11,1.4686e-11,7.4045e-12,3.6961e-12,1.8267e-12,8.9376e-13,4.3296e-13,2.0765e-13,9.8598e-14,4.6351e-14,2.1573e-14,9.9409e-15,4.5351e-15,2.0484e-15,9.16e-16,4.0554e-16,1.7776e-16,7.714e-17,3.3143e-17,1.4098e-17,5.9371e-18,2.4755e-18,1.0219e-18,4.1763e-19,1.6898e-19,6.7694e-20,2.6848e-20,1.0542e-20,4.0984e-21,1.5774e-21,6.011e-22,2.2678e-22
0.15591,0.15831,0.15915,0.15841,0.1561,0.15229,0.1471,0.14067,0.13318,0.12484,0.11585,0.10644,0.096825,0.0872,0.077751,0.068636,0.059986,0.051905,0.044466,0.037714,0.031669,0.026328,0.02167,0.017659,0.014247,0.01138,0.0089993,0.0070459,0.0054617,0.0041915,0.0031847,0.0023957,0.0017842,0.0013156,0.00096038,0.00069411,0.00049667,0.00035186,0.00024679,0.00017137,0.00011782,8.0194e-05,5.4041e-05,3.6055e-05,2.3816e-05,1.5575e-05,1.0084e-05,6.4641e-06,4.1024e-06,2.5776e-06,1.6035e-06,9.8756e-07,6.0217e-07,3.6352e-07,2.1727e-07,1.2857e-07,7.532e-08,4.3687e-08,2.5087e-08,1.4263e-08,8.0282e-09,4.4739e-09,2.4684e-09,1.3483e-09,7.2918e-10,3.9042e-10,2.0696e-10,1.0862e-10,5.6438e-11,2.9033e-11,1.4787e-11,7.4562e-12,3.7223e-12,1.8398e-12,9.0029e-13,4.3616e-13,2.0921e-13,9.9347e-14,4.6708e-14,2.1742e-14,1.0019e-14,4.5715e-15,2.065e-15,9.2352e-16,4.0891e-16,1.7925e-16,7.7797e-17,3.3428e-17,1.4221e-17,5.9895e-18,2.4976e-18,1.0311e-18,4.2144e-19,1.7054e-19,6.8326e-20,2.7101e-20,1.0643e-20,4.1379e-21,1.5928e-21,6.0702e-22
0.15197,0.15588,0.1583,0.15915,0.15842,0.15613,0.15234,0.14715,0.14074,0.13326,0.12492,0.11594,0.10654,0.096922,0.087297,0.077845,0.068726,0.060071,0.051984,0.044538,0.037778,0.031726,0.026378,0.021714,0.017696,0.014279,0.011406,0.0090211,0.0070637,0.005476,0.0042029,0.0031937,0.0024027,0.0017896,0.0013197,0.00096348,0.00069642,0.00049838,0.00035311,0.00024769,0.00017201,0.00011827,8.051e-05,5.426e-05,3.6205e-05,2.3917e-05,1.5643e-05,1.0129e-05,6.4935e-06,4.1215e-06,2.5899e-06,1.6113e-06,9.9245e-07,6.0521e-07,3.654e-07,2.1841e-07,1.2926e-07,7.5732e-08,4.393e-08,2.5229e-08,1.4345e-08,8.0753e-09,4.5006e-09,2.4834e-09,1.3567e-09,7.3376e-10,3.9291e-10,2.083e-10,1.0933e-10,5.6815e-11,2.923e-11,1.4889e-11,7.5083e-12,3.7487e-12,1.853e-12,9.0685e-13,4.3939e-13,2.1077e-13,1.001e-13,4.7068e-14,2.1911e-14,1.0099e-14,4.6081e-15,2.0818e-15,9.3111e-16,4.1231e-16,1.8076e-16,7.846e-17,3.3717e-17,1.4345e-17,6.0424e-18,2.5199e-18,1.0404e-18,4.2529e-19,1.7212e-19,6.8963e-20,2.7357e-20,1.0744e-20,4.1778e-21,1.6083e-21
0.14662,0.15192,0.15584,0.15828,0.15915,0.15844,0.15616,0.15238,0.14721,0.14081,0.13334,0.12501,0.11604,0.10663,0.09702,0.087394,0.077939,0.068816,0.060156,0.052062,0.044609,0.037843,0.031784,0.026429,0.021758,0.017734,0.01431,0.011433,0.009043,0.0070815,0.0054904,0.0042144,0.0032027,0.0024097,0.001795,0.0013238,0.0009666,0.00069875,0.00050009,0.00035435,0.00024859,0.00017266,0.00011873,8.0828e-05,5.4479e-05,3.6355e-05,2.4019e-05,1.5711e-05,1.0174e-05,6.5231e-06,4.1407e-06,2.6022e-06,1.6191e-06,9.9737e-07,6.0828e-07,3.6728e-07,2.1956e-07,1.2995e-07,7.6146e-08,4.4175e-08,2.5372e-08,1.4428e-08,8.1228e-09,4.5275e-09,2.4985e-09,1.365e-09,7.3837e-10,3.9542e-10,2.0965e-10,1.1005e-10,5.7195e-11,2.9429e-11,1.4991e-11,7.5608e-12,3.7753e-12,1.8664e-12,9.1347e-13,4.4264e-13,2.1236e-13,1.0086e-13,4.7431e-14,2.2082e-14,1.0179e-14,4.645e-15,2.0986e-15,9.3875e-16,4.1574e-16,1.8228e-16,7.9128e-17,3.4007e-17,1.447e-17,6.0957e-18,2.5423e-18,1.0498e-18,4.2917e-19,1.737e-19,6.9607e-20,2.7615e-20,1.0847e-20,4.2181e-21
0.14003,0.14656,0.15187,0.15581,0.15826,0.15915,0.15845,0.15619,0.15243,0.14727,0.14088,0.13342,0.1251,0.11613,0.10673,0.097117,0.08749,0.078033,0.068906,0.06024,0.052141,0.044681,0.037908,0.031841,0.02648,0.021802,0.017771,0.014342,0.011459,0.0090649,0.0070994,0.0055048,0.0042259,0.0032118,0.0024168,0.0018005,0.001328,0.00096972,0.00070108,0.00050181,0.00035561,0.00024949,0.0001733,0.00011918,8.1146e-05,5.47e-05,3.6506e-05,2.4121e-05,1.5779e-05,1.0219e-05,6.5528e-06,4.1599e-06,2.6146e-06,1.6269e-06,1.0023e-06,6.1135e-07,3.6918e-07,2.2072e-07,1.3065e-07,7.6562e-08,4.4421e-08,2.5516e-08,1.4511e-08,8.1704e-09,4.5546e-09,2.5136e-09,1.3735e-09,7.43e-10,3.9794e-10,2.1101e-10,1.1078e-10,5.7577e-11,2.9628e-11,1.5095e-11,7.6137e-12,3.8021e-12,1.8798e-12,9.2013e-13,4.4591e-13,2.1395e-13,1.0163e-13,4.7796e-14,2.2255e-14,1.0259e-14,4.6822e-15,2.1157e-15,9.4646e-16,4.1919e-16,1.8382e-16,7.9802e-17,3.43e-17,1.4596e-17,6.1495e-18,2.565e-18,1.0593e-18,4.3309e-19,1.7531e-19,7.0256e-20,2.7876e-20,1.095e-20
0.13237,0.13995,0.1465,0.15183,0.15578,0.15825,0.15915,0.15847,0.15622,0.15247,0.14733,0.14095,0.1335,0.12519,0.11622,0.10683,0.097215,0.087587,0.078127,0.068996,0.060325,0.05222,0.044753,0.037973,0.031899,0.02653,0.021845,0.017809,0.014374,0.011486,0.0090868,0.0071173,0.0055192,0.0042374,0.0032209,0.0024239,0.0018059,0.0013321,0.00097285,0.00070341,0.00050353,0.00035686,0.0002504,0.00017395,0.00011964,8.1466e-05,5.4921e-05,3.6657e-05,2.4223e-05,1.5848e-05,1.0265e-05,6.5826e-06,4.1793e-06,2.627e-06,1.6348e-06,1.0073e-06,6.1444e-07,3.7108e-07,2.2188e-07,1.3135e-07,7.698e-08,4.4668e-08,2.5661e-08,1.4595e-08,8.2184e-09,4.5817e-09,2.5289e-09,1.3819e-09,7.4767e-10,4.0048e-10,2.1238e-10,1.1151e-10,5.7962e-11,2.9829e-11,1.5199e-11,7.6669e-12,3.829e-12,1.8933e-12,9.2684e-13,4.4921e-13,2.1555e-13,1.024e-13,4.8164e-14,2.2428e-14,1.034e-14,4.7196e-15,2.1328e-15,9.5423e-16,4.2268e-16,1.8536e-16,8.0481e-17,3.4596e-17,1.4723e-17,6.2037e-18,2.5879e-18,1.0688e-18,4.3704e-19,1.7693e-19,7.0912e-20,2.8139e-20
0.12386,0.13229,0.13988,0.14644,0.15178,0.15575,0.15823,0.15915,0.15848,0.15625,0.15252,0.14739,0.14102,0.13358,0.12527,0.11632,0.10692,0.097312,0.087684,0.078221,0.069086,0.06041,0.052298,0.044825,0.038038,0.031957,0.026581,0.02189,0.017847,0.014406,0.011512,0.0091088,0.0071353,0.0055337,0.0042489,0.00323,0.0024309,0.0018114,0.0013363,0.000976,0.00070575,0.00050526,0.00035813,0.00025131,0.0001746,0.0001201,8.1787e-05,5.5143e-05,3.6809e-05,2.4326e-05,1.5916e-05,1.031e-05,6.6125e-06,4.1987e-06,2.6395e-06,1.6428e-06,1.0123e-06,6.1755e-07,3.73e-07,2.2305e-07,1.3205e-07,7.74e-08,4.4916e-08,2.5806e-08,1.4679e-08,8.2666e-09,4.6091e-09,2.5443e-09,1.3905e-09,7.5236e-10,4.0303e-10,2.1375e-10,1.1224e-10,5.8349e-11,3.0032e-11,1.5303e-11,7.7204e-12,3.8562e-12,1.9069e-12,9.336e-13,4.5253e-13,2.1717e-13,1.0318e-13,4.8535e-14,2.2603e-14,1.0422e-14,4.7574e-15,2.1501e-15,9.6206e-16,4.2619e-16,1.8692e-16,8.1166e-17,3.4894e-17,1.4852e-17,6.2584e-18,2.611e-18,1.0785e-18,4.4103e-19,1.7856e-19,7.1573e-20
0.11473,0.12378,0.13221,0.13981,0.14638,0.15173,0.15571,0.15821,0.15915,0.1585,0.15628,0.15256,0.14745,0.14109,0.13366,0.12536,0.11641,0.10702,0.09741,0.08778,0.078316,0.069176,0.060495,0.052377,0.044898,0.038103,0.032015,0.026632,0.021934,0.017884,0.014438,0.011539,0.0091308,0.0071532,0.0055482,0.0042605,0.0032391,0.0024381,0.0018169,0.0013405,0.00097915,0.0007081,0.000507,0.00035939,0.00025222,0.00017525,0.00012056,8.2109e-05,5.5365e-05,3.6961e-05,2.4429e-05,1.5986e-05,1.0356e-05,6.6426e-06,4.2182e-06,2.652e-06,1.6507e-06,1.0173e-06,6.2067e-07,3.7492e-07,2.2422e-07,1.3276e-07,7.7823e-08,4.5166e-08,2.5952e-08,1.4764e-08,8.3151e-09,4.6366e-09,2.5597e-09,1.3991e-09,7.5708e-10,4.056e-10,2.1514e-10,1.1298e-10,5.8739e-11,3.0235e-11,1.5409e-11,7.7744e-12,3.8835e-12,1.9206e-12,9.4041e-13,4.5588e-13,2.1879e-13,1.0396e-13,4.8908e-14,2.2779e-14,1.0504e-14,4.7955e-15,2.1675e-15,9.6995e-16,4.2973e-16,1.8849e-16,8.1857e-17,3.5194e-17,1.4981e-17,6.3136e-18,2.6343e-18,1.0882e-18,4.4505e-19,1.8021e-19
